MeasureTime,Fan-1,Fan-2,T-inside,T_fan_input,T-outside,Front_fan_pipe,T-soil-surface,T-soil-deep,Radiation-outside,Radiation-inside,SunRay/100,Temperature difference,Conduction HeatLoss,Solar Power
1/1/2023 17:48,1.13,24.4,-0.1,1,-26.1,0,2.1,2.4,1.16,1.13,0.0113,-26,-1398.77184,56.5
1/1/2023 17:49,1.2,28.4,-0.1,0.8,-26.5,-0.2,2,2.4,1.26,1.23,0.0123,-26.4,-1420.291407,61.5
1/1/2023 17:50,1.13,29.6,-0.2,0.8,-26.5,-0.1,2.1,2.4,1.16,1.23,0.0123,-26.3,-1414.911515,61.5
1/1/2023 17:51,1.13,31.8,-0.1,0.8,-26.5,-0.1,2.1,2.4,1.16,1.13,0.0113,-26.4,-1420.291407,56.5
1/1/2023 17:52,1.07,19.2,-0.2,0.8,-26.5,-0.1,2,2.4,1.16,1.23,0.0123,-26.3,-1414.911515,61.5
1/1/2023 17:53,1.07,27.1,-0.2,0.7,-26.6,-0.2,2,2.4,1.16,1.23,0.0123,-26.4,-1420.291407,61.5
1/1/2023 17:54,1.13,24.9,-0.2,0.7,-26.6,-0.1,2,2.4,1.26,1.23,0.0123,-26.4,-1420.291407,61.5
1/1/2023 17:55,1.07,29.8,-0.3,0.7,-26.5,-0.2,1.9,2.4,1.16,1.23,0.0123,-26.2,-1409.531623,61.5
1/1/2023 17:56,1,35.7,-0.3,0.7,-26.4,-0.2,2,2.4,1.16,1.23,0.0123,-26.1,-1404.151732,61.5
1/1/2023 17:57,0.93,26.2,-0.2,0.7,-26.1,-0.2,2,2.4,1.16,1.23,0.0123,-25.9,-1393.391948,61.5
1/1/2023 17:58,0.93,25.9,-0.3,0.6,-26.5,-0.3,1.9,2.4,1.16,1.23,0.0123,-26.2,-1409.531623,61.5
1/1/2023 17:59,0.87,20.8,-0.3,0.6,-26.9,-0.4,1.9,2.4,1.16,1.23,0.0123,-26.6,-1431.05119,61.5
1/1/2023 18:00,0.93,22.4,-0.3,0.6,-27,-0.3,1.9,2.4,1.16,1.23,0.0123,-26.7,-1436.431082,61.5
1/1/2023 18:01,0.73,30.5,-0.4,0.5,-26.9,-0.5,1.8,2.3,1.26,1.23,0.0123,-26.5,-1425.671299,61.5
1/1/2023 18:02,0.87,22.7,-0.4,0.5,-26.9,-0.4,1.8,2.4,1.16,1.13,0.0113,-26.5,-1425.671299,56.5
1/1/2023 18:03,0.8,22.2,-0.3,0.5,-26.7,-0.4,1.9,2.4,1.26,1.23,0.0123,-26.4,-1420.291407,61.5
1/1/2023 18:04,0.73,24.1,-0.4,0.4,-26.8,-0.5,1.8,2.4,1.26,1.23,0.0123,-26.4,-1420.291407,61.5
1/1/2023 18:05,0.47,26.6,-0.5,0.4,-26.8,-0.5,1.8,2.4,1.16,1.23,0.0123,-26.3,-1414.911515,61.5
1/1/2023 18:06,0.8,23.4,-0.4,0.5,-26.7,-0.5,1.8,2.4,1.26,1.23,0.0123,-26.3,-1414.911515,61.5
1/1/2023 18:07,0.6,18.6,-0.5,0.4,-27,-0.6,1.7,2.3,1.26,1.23,0.0123,-26.5,-1425.671299,61.5
1/1/2023 18:08,0.6,28.3,-0.5,0.4,-26.7,-0.6,1.7,2.4,1.16,1.23,0.0123,-26.2,-1409.531623,61.5
1/1/2023 18:09,0.53,14.8,-0.5,0.4,-26.4,-0.5,1.7,2.4,1.16,1.23,0.0123,-25.9,-1393.391948,61.5
1/1/2023 18:10,0.53,15.7,-0.5,0.4,-26.2,-0.5,1.8,2.4,1.26,1.23,0.0123,-25.7,-1382.632165,61.5
1/1/2023 18:11,0.33,15.4,-0.6,0.3,-26.6,-0.6,1.7,2.3,1.16,1.23,0.0123,-26,-1398.77184,61.5
1/1/2023 18:12,0.4,12.7,-0.6,0.3,-26.8,-0.6,1.7,2.4,1.26,1.23,0.0123,-26.2,-1409.531623,61.5
1/1/2023 18:13,0.47,17.9,-0.6,0.3,-26.9,-0.6,1.7,2.4,1.16,1.23,0.0123,-26.3,-1414.911515,61.5
1/1/2023 18:14,0.27,14.8,-0.6,0.2,-26.9,-0.8,1.6,2.3,1.26,1.23,0.0123,-26.3,-1414.911515,61.5
1/1/2023 18:15,0.27,20.8,-0.6,0.2,-26.7,-0.7,1.6,2.3,1.16,1.23,0.0123,-26.1,-1404.151732,61.5
1/1/2023 18:16,0.33,23.2,-0.6,0.2,-26.6,-0.8,1.6,2.4,1.26,1.23,0.0123,-26,-1398.77184,61.5
1/1/2023 18:17,0.27,28,-0.7,0.1,-26.6,-0.8,1.5,2.3,1.26,1.23,0.0123,-25.9,-1393.391948,61.5
1/1/2023 18:18,0.27,30.5,-0.7,0.1,-26.3,-0.9,1.5,2.3,1.26,1.34,0.0134,-25.6,-1377.252273,67
1/1/2023 18:19,-0.13,28.9,-0.7,0.2,-26.5,-0.7,1.6,2.4,1.16,1.23,0.0123,-25.8,-1388.012057,61.5
1/1/2023 18:20,-0.13,18.8,-0.6,0.2,-26.5,-0.8,1.6,2.4,1.26,1.13,0.0113,-25.9,-1393.391948,56.5
1/1/2023 18:21,0.13,18.4,-0.8,0.1,-26.6,-0.9,1.5,2.3,1.26,1.23,0.0123,-25.8,-1388.012057,61.5
1/1/2023 18:22,0.27,14.6,-0.7,0,-26.8,-0.9,1.5,2.4,1.26,1.23,0.0123,-26.1,-1404.151732,61.5
1/1/2023 18:23,0.2,17.4,-0.7,0,-27.2,-0.9,1.5,2.4,1.26,1.23,0.0123,-26.5,-1425.671299,61.5
1/1/2023 18:24,-0.07,14.1,-0.8,-0.1,-27.1,-0.9,1.4,2.3,1.26,1.23,0.0123,-26.3,-1414.911515,61.5
1/1/2023 18:25,0.27,21,-0.8,0,-27,-0.9,1.4,2.3,1.26,1.23,0.0123,-26.2,-1409.531623,61.5
1/1/2023 18:26,0.2,25.8,-0.8,0,-27.1,-0.9,1.5,2.3,1.16,1.23,0.0123,-26.3,-1414.911515,61.5
1/1/2023 18:27,0.13,24.1,-0.8,0,-27,-1,1.5,2.4,1.16,1.23,0.0123,-26.2,-1409.531623,61.5
1/1/2023 18:28,0.07,34.2,-0.9,-0.1,-27.3,-1.1,1.4,2.3,1.37,1.23,0.0123,-26.4,-1420.291407,61.5
1/1/2023 18:29,0,31.3,-0.9,-0.1,-27.4,-0.9,1.4,2.4,1.26,1.23,0.0123,-26.5,-1425.671299,61.5
1/1/2023 18:30,-0.2,24.1,-0.9,-0.1,-27.4,-0.9,1.4,2.4,1.26,1.23,0.0123,-26.5,-1425.671299,61.5
1/1/2023 18:31,-0.27,26.6,-0.9,-0.1,-27.5,-1,1.3,2.3,1.26,1.34,0.0134,-26.6,-1431.05119,67
1/1/2023 18:32,0.07,27.5,-0.9,-0.2,-27.7,-1,1.4,2.3,1.16,1.23,0.0123,-26.8,-1441.810974,61.5
1/1/2023 18:33,-0.33,36.8,-0.9,-0.2,-27.6,-1,1.4,2.4,1.26,1.23,0.0123,-26.7,-1436.431082,61.5
1/1/2023 18:34,-0.4,32.3,-0.9,-0.2,-27.4,-1,1.4,2.4,1.26,1.34,0.0134,-26.5,-1425.671299,67
1/1/2023 18:35,-0.73,24.5,-1,-0.3,-27.6,-1.1,1.3,2.3,1.26,1.34,0.0134,-26.6,-1431.05119,67
1/1/2023 18:36,0,37.4,-1,-0.2,-27.5,-1.1,1.3,2.3,1.16,1.23,0.0123,-26.5,-1425.671299,61.5
1/1/2023 18:37,-0.4,26.6,-1,-0.3,-27.4,-1.1,1.3,2.4,1.26,1.23,0.0123,-26.4,-1420.291407,61.5
1/1/2023 18:38,-0.2,25.1,-1,-0.3,-27.3,-1.1,1.3,2.4,1.26,1.23,0.0123,-26.3,-1414.911515,61.5
1/1/2023 18:39,-0.27,26.8,-1.1,-0.3,-27.1,-1.2,1.2,2.3,1.26,1.23,0.0123,-26,-1398.77184,61.5
1/1/2023 18:40,-0.27,29,-1.1,-0.3,-27.1,-1.2,1.2,2.3,1.26,1.23,0.0123,-26,-1398.77184,61.5
1/1/2023 18:41,-0.4,23.2,-1.1,-0.3,-27.3,-1.2,1.3,2.4,1.26,1.23,0.0123,-26.2,-1409.531623,61.5
1/1/2023 18:42,-0.13,32.4,-1,-0.3,-27.4,-1.2,1.3,2.4,1.26,1.23,0.0123,-26.4,-1420.291407,61.5
1/1/2023 18:43,-0.2,28.4,-1.1,-0.4,-27.6,-1.3,1.2,2.3,1.26,1.23,0.0123,-26.5,-1425.671299,61.5
1/1/2023 18:44,-0.33,30.2,-1.1,-0.4,-27.3,-1.3,1.2,2.3,1.26,1.23,0.0123,-26.2,-1409.531623,61.5
1/1/2023 18:45,-0.2,22.9,-1.1,-0.4,-27.3,-1.3,1.2,2.3,1.26,1.23,0.0123,-26.2,-1409.531623,61.5
1/1/2023 18:46,-0.73,33.4,-1.1,-0.4,-27.2,-1.3,1.2,2.4,1.26,1.23,0.0123,-26.1,-1404.151732,61.5
1/1/2023 18:47,-0.47,25.3,-1.1,-0.4,-27.3,-1.3,1.2,2.3,1.26,1.23,0.0123,-26.2,-1409.531623,61.5
1/1/2023 18:48,-0.33,26.8,-1.1,-0.4,-27.4,-1.3,1.1,2.4,1.26,1.23,0.0123,-26.3,-1414.911515,61.5
1/1/2023 18:49,-0.53,29.1,-1.1,-0.4,-27.4,-1.3,1.2,2.4,1.26,1.23,0.0123,-26.3,-1414.911515,61.5
1/1/2023 18:50,-0.4,29.1,-1.1,-0.4,-27.4,-1.3,1.2,2.4,1.26,1.23,0.0123,-26.3,-1414.911515,61.5
1/1/2023 18:51,-0.4,25.1,-1.2,-0.5,-27.4,-1.3,1.2,2.4,1.26,1.23,0.0123,-26.2,-1409.531623,61.5
1/1/2023 18:52,-0.67,23.2,-1.2,-0.5,-27.4,-1.3,1.2,2.4,1.26,1.23,0.0123,-26.2,-1409.531623,61.5
1/1/2023 18:53,-0.53,31.5,-1.2,-0.5,-27.2,-1.2,1.2,2.4,1.26,1.34,0.0134,-26,-1398.77184,67
1/1/2023 18:54,-0.67,28.8,-1.1,-0.5,-26.8,-1.3,1.2,2.4,1.26,1.23,0.0123,-25.7,-1382.632165,61.5
1/1/2023 18:55,-0.87,35.1,-1.3,-0.6,-26.8,-1.4,1.1,2.4,1.26,1.23,0.0123,-25.5,-1371.872382,61.5
1/1/2023 18:56,-0.53,25.2,-1.2,-0.5,-26.9,-1.4,1.1,2.4,1.26,1.23,0.0123,-25.7,-1382.632165,61.5
1/1/2023 18:57,-0.47,33,-1.1,-0.5,-27.3,-1.3,1.1,2.4,1.26,1.34,0.0134,-26.2,-1409.531623,67
1/1/2023 18:58,-0.53,28.8,-1.3,-0.6,-27.5,-1.5,1,2.3,1.26,1.23,0.0123,-26.2,-1409.531623,61.5
1/1/2023 18:59,-1.33,28.9,-1.3,-0.6,-27.6,-1.4,1,2.4,1.26,1.34,0.0134,-26.3,-1414.911515,67
1/1/2023 19:00,-0.67,30.7,-1.3,-0.6,-27.7,-1.4,1,2.4,1.26,1.23,0.0123,-26.4,-1420.291407,61.5
1/1/2023 19:01,-1.07,34,-1.1,-0.6,-27.9,-1.3,1,2.4,1.26,1.34,0.0134,-26.8,-1441.810974,67
1/1/2023 19:02,-0.33,26.4,-1.3,-0.6,-28,-1.3,1.1,2.4,1.26,1.23,0.0123,-26.7,-1436.431082,61.5
1/1/2023 19:03,-0.93,28.7,-1.3,-0.7,-28,-1.5,0.9,2.4,1.26,1.34,0.0134,-26.7,-1436.431082,67
1/1/2023 19:04,-1.07,37.8,-1.3,-0.7,-28,-1.4,1,2.4,1.26,1.34,0.0134,-26.7,-1436.431082,67
1/1/2023 19:05,-1.2,29.3,-1.3,-0.7,-28.1,-1.4,0.9,2.4,1.26,1.34,0.0134,-26.8,-1441.810974,67
1/1/2023 19:06,-0.8,33.7,-1.3,-0.7,-28.1,-1.4,1,2.4,1.26,1.34,0.0134,-26.8,-1441.810974,67
1/1/2023 19:07,-0.8,33.7,-1.3,-0.7,-28.3,-1.4,1,2.4,1.26,1.34,0.0134,-27,-1452.570757,67
1/1/2023 19:08,-1.33,28.3,-1.4,-0.8,-28.4,-1.6,0.8,2.3,1.26,1.34,0.0134,-27,-1452.570757,67
1/1/2023 19:09,-0.67,28,-1.4,-0.8,-28.3,-1.6,0.8,2.4,1.26,1.34,0.0134,-26.9,-1447.190865,67
1/1/2023 19:10,-1.13,30.5,-1.4,-0.8,-28.4,-1.6,0.8,2.3,1.26,1.34,0.0134,-27,-1452.570757,67
1/1/2023 19:11,-1.07,25.5,-1.4,-0.8,-28.3,-1.7,0.8,2.3,1.26,1.23,0.0123,-26.9,-1447.190865,61.5
1/1/2023 19:12,-0.8,25.7,-1.4,-0.8,-28.2,-1.6,0.8,2.4,1.26,1.34,0.0134,-26.8,-1441.810974,67
1/1/2023 19:13,-1.33,27.6,-1.4,-0.8,-28.1,-1.5,0.8,2.4,1.26,1.34,0.0134,-26.7,-1436.431082,67
1/1/2023 19:14,-1,19.7,-1.4,-0.8,-27.9,-1.6,0.8,2.4,1.26,1.23,0.0123,-26.5,-1425.671299,61.5
1/1/2023 19:15,-1.46,23.4,-1.4,-0.8,-28.1,-1.6,0.8,2.4,1.26,1.34,0.0134,-26.7,-1436.431082,67
1/1/2023 19:16,-1.2,26.4,-1.5,-0.9,-28.1,-1.7,0.7,2.3,1.26,1.34,0.0134,-26.6,-1431.05119,67
1/1/2023 19:17,-1.66,25.4,-1.5,-0.9,-28.1,-1.6,0.7,2.3,1.26,1.34,0.0134,-26.6,-1431.05119,67
1/1/2023 19:18,-1.33,28.6,-1.5,-0.9,-28.2,-1.7,0.7,2.4,1.26,1.23,0.0123,-26.7,-1436.431082,61.5
1/1/2023 19:19,-1.13,24.3,-1.5,-0.9,-27.8,-1.7,0.7,2.3,1.26,1.34,0.0134,-26.3,-1414.911515,67
1/1/2023 19:20,-1.53,27.3,-1.5,-0.9,-27.6,-1.7,0.7,2.4,1.37,1.34,0.0134,-26.1,-1404.151732,67
1/1/2023 19:21,-1,28.5,-1.5,-1,-28,-1.7,0.7,2.4,1.26,1.34,0.0134,-26.5,-1425.671299,67
1/1/2023 19:22,-1.4,15.1,-1.5,-0.9,-28,-1.7,0.7,2.4,1.26,1.34,0.0134,-26.5,-1425.671299,67
1/1/2023 19:23,-1.13,25.2,-1.6,-1.1,-27.8,-1.8,0.6,2.3,1.26,1.34,0.0134,-26.2,-1409.531623,67
1/1/2023 19:24,-1.07,29.9,-1.6,-1,-27.8,-1.8,0.6,2.3,1.37,1.23,0.0123,-26.2,-1409.531623,61.5
1/1/2023 19:25,-0.8,32.5,-1.6,-1,-27.8,-1.8,0.6,2.3,1.26,1.23,0.0123,-26.2,-1409.531623,61.5
1/1/2023 19:26,-1.2,27.1,-1.6,-1,-27.8,-1.8,0.6,2.3,1.37,1.34,0.0134,-26.2,-1409.531623,67
1/1/2023 19:27,-1.4,27.3,-1.6,-1.1,-27.9,-1.8,0.6,2.3,1.26,1.23,0.0123,-26.3,-1414.911515,61.5
1/1/2023 19:28,-1.33,24.1,-1.7,-1.1,-27.9,-1.9,0.5,2.3,1.26,1.23,0.0123,-26.2,-1409.531623,61.5
1/1/2023 19:29,-0.93,25.7,-1.5,-1.1,-27.8,-1.8,0.6,2.4,1.26,1.34,0.0134,-26.3,-1414.911515,67
1/1/2023 19:30,-1.26,30.9,-1.6,-1.1,-28.3,-1.9,0.6,2.4,1.26,1.34,0.0134,-26.7,-1436.431082,67
1/1/2023 19:31,-1.26,28,-1.7,-1.2,-28.4,-1.9,0.5,2.3,1.26,1.34,0.0134,-26.7,-1436.431082,67
1/1/2023 19:32,-0.87,15.9,-1.7,-1.2,-27.7,-1.9,0.5,2.3,1.26,1.23,0.0123,-26,-1398.77184,61.5
1/1/2023 19:33,-0.93,29.3,-1.7,-1.2,-27.7,-1.9,0.5,2.3,1.26,1.34,0.0134,-26,-1398.77184,67
1/1/2023 19:34,-1,26.1,-1.7,-1.1,-27.4,-1.9,0.5,2.3,1.26,1.34,0.0134,-25.7,-1382.632165,67
1/1/2023 19:35,-1.13,25.1,-1.7,-1.1,-27.6,-1.9,0.5,2.3,1.26,1.23,0.0123,-25.9,-1393.391948,61.5
1/1/2023 19:36,-1.2,24,-1.7,-1.1,-27.9,-1.9,0.6,2.4,1.37,1.34,0.0134,-26.2,-1409.531623,67
1/1/2023 19:37,-1.2,31.7,-1.6,-1.2,-27.7,-1.9,0.6,2.4,1.26,1.34,0.0134,-26.1,-1404.151732,67
1/1/2023 19:38,-1.46,26.3,-1.7,-1.1,-27.7,-2,0.5,2.4,1.26,1.34,0.0134,-26,-1398.77184,67
1/1/2023 19:39,-1.33,29.1,-1.8,-1.3,-27.9,-2,0.5,2.3,1.26,1.34,0.0134,-26.1,-1404.151732,67
1/1/2023 19:40,-1.26,22.5,-1.8,-1.3,-27.6,-2.1,0.5,2.3,1.26,1.34,0.0134,-25.8,-1388.012057,67
1/1/2023 19:41,-1.2,30.8,-1.8,-1.3,-27.4,-2,0.5,2.3,1.37,1.34,0.0134,-25.6,-1377.252273,67
1/1/2023 19:42,-1.2,16.7,-1.8,-1.3,-27.5,-2,0.4,2.4,1.37,1.34,0.0134,-25.7,-1382.632165,67
1/1/2023 19:43,-1.26,28.2,-1.8,-1.3,-27.6,-2,0.5,2.4,1.26,1.34,0.0134,-25.8,-1388.012057,67
1/1/2023 19:44,-1.2,23.1,-1.8,-1.3,-27.6,-2,0.4,2.4,1.26,1.34,0.0134,-25.8,-1388.012057,67
1/1/2023 19:45,-1.33,20.2,-1.8,-1.3,-27.7,-2.1,0.5,2.4,1.26,1.34,0.0134,-25.9,-1393.391948,67
1/1/2023 19:46,-1.07,23.6,-1.8,-1.3,-27.5,-2.1,0.5,2.4,1.26,1.23,0.0123,-25.7,-1382.632165,61.5
1/1/2023 19:47,-2,19,-1.9,-1.4,-28,-2.2,0.4,2.3,1.26,1.23,0.0123,-26.1,-1404.151732,61.5
1/1/2023 19:48,-1.33,24.3,-1.9,-1.4,-28.4,-2.2,0.3,2.3,1.26,1.23,0.0123,-26.5,-1425.671299,61.5
1/1/2023 19:49,-1.13,23.5,-1.9,-1.4,-28.3,-2,0.3,2.3,1.26,1.23,0.0123,-26.4,-1420.291407,61.5
1/1/2023 19:50,-1.2,28.1,-1.9,-1.4,-28.5,-1.8,0.4,2.4,1.37,1.23,0.0123,-26.6,-1431.05119,61.5
1/1/2023 19:51,-1.53,15,-1.9,-1.4,-28.5,-1.8,0.4,2.3,1.26,1.34,0.0134,-26.6,-1431.05119,67
1/1/2023 19:52,-1,12.5,-1.9,-1.4,-28.6,-2,0.4,2.4,1.26,1.23,0.0123,-26.7,-1436.431082,61.5
1/1/2023 19:53,-1.86,25,-1.6,-1.5,-28.8,0.8,0.4,2.4,1.26,1.34,0.0134,-27.2,-1463.33054,67
1/1/2023 19:54,-1.33,16.6,-1.4,-1.6,-28.9,0.8,0.4,2.3,1.37,1.23,0.0123,-27.5,-1479.470215,61.5
1/1/2023 19:55,-1.6,14.1,-1.3,-1.5,-28.9,0.8,0.4,2.3,1.26,1.23,0.0123,-27.6,-1484.850107,61.5
1/1/2023 19:56,-1.4,24.9,-1.2,-1.4,-28.9,0.8,0.4,2.3,1.26,1.34,0.0134,-27.7,-1490.229999,67
1/1/2023 19:57,-1.8,27.7,-1.1,-1.5,-28.8,0.8,0.5,2.4,1.37,1.34,0.0134,-27.7,-1490.229999,67
1/1/2023 19:58,-1.4,18.6,-1.2,-1.4,-28.5,0.8,0.5,2.4,1.37,1.34,0.0134,-27.3,-1468.710432,67
1/1/2023 19:59,-2,14.2,-0.7,-1.4,-28.4,0.9,0.5,2.4,1.26,1.23,0.0123,-27.7,-1490.229999,61.5
1/1/2023 20:00,-1.66,25.7,-0.9,-1.4,-28.4,0.9,0.5,2.4,1.37,1.23,0.0123,-27.5,-1479.470215,61.5
1/1/2023 20:01,-1.73,20,-1,-1.4,-28.4,0.9,0.5,2.4,1.37,1.23,0.0123,-27.4,-1474.090324,61.5
1/1/2023 20:02,-2.8,16.1,-1.1,-1.4,-28.3,0.9,0.5,2.4,1.37,1.34,0.0134,-27.2,-1463.33054,67
1/1/2023 20:03,-2.13,17.5,-1.1,-1.5,-28.5,0.8,0.4,2.3,1.37,1.23,0.0123,-27.4,-1474.090324,61.5
1/1/2023 20:04,-1.86,22.5,-1.1,-1.5,-28.2,0.8,0.4,2.3,1.37,1.23,0.0123,-27.1,-1457.950649,61.5
1/1/2023 20:05,-1.86,25,-1.2,-1.5,-28.5,0.8,0.4,2.3,1.26,1.23,0.0123,-27.3,-1468.710432,61.5
1/1/2023 20:06,-1.93,17.8,-1.1,-1.5,-28.7,0.8,0.4,2.3,1.26,1.23,0.0123,-27.6,-1484.850107,61.5
1/1/2023 20:07,-2.33,20,-1.1,-1.5,-28.7,0.8,0.4,2.3,1.26,1.34,0.0134,-27.6,-1484.850107,67
1/1/2023 20:08,-1.86,26,-1.1,-1.5,-28.6,0.8,0.5,2.3,1.26,1.13,0.0113,-27.5,-1479.470215,56.5
1/1/2023 20:09,-2.6,22.5,-1.1,-1.5,-28.5,0.8,0.4,2.3,1.37,1.34,0.0134,-27.4,-1474.090324,67
1/1/2023 20:10,-1.66,13.8,-1.1,-1.5,-28.6,0.8,0.4,2.3,1.37,1.23,0.0123,-27.5,-1479.470215,61.5
1/1/2023 20:11,-1.6,19.3,-1.1,-1.5,-28.9,0.8,0.4,2.3,1.26,1.23,0.0123,-27.8,-1495.609891,61.5
1/1/2023 20:12,-2,25.3,-1.1,-1.5,-29.6,0.9,0.5,2.3,1.26,1.23,0.0123,-28.5,-1533.269132,61.5
1/1/2023 20:13,-2.06,21,-1.1,-1.5,-29.7,0.9,0.5,2.3,1.37,1.23,0.0123,-28.6,-1538.649024,61.5
1/1/2023 20:14,-1.86,28.2,-1.1,-1.5,-29.1,0.9,0.4,2.3,1.26,1.23,0.0123,-28,-1506.369674,61.5
1/1/2023 20:15,-1.8,18.2,-1.1,-1.5,-28.9,0.8,0.4,2.3,1.26,1.34,0.0134,-27.8,-1495.609891,67
1/1/2023 20:16,-2.6,22.1,-1.1,-1.5,-28.5,0.9,0.5,2.3,1.26,1.23,0.0123,-27.4,-1474.090324,61.5
1/1/2023 20:17,-2.06,16.8,-1.1,-1.5,-28.2,0.9,0.4,2.3,1.26,1.23,0.0123,-27.1,-1457.950649,61.5
1/1/2023 20:18,-1.86,15.2,-1.1,-1.5,-28,0.9,0.5,2.3,1.37,1.34,0.0134,-26.9,-1447.190865,67
1/1/2023 20:19,-1.46,16.2,-1.1,-1.5,-28.4,0.9,0.5,2.3,1.37,1.34,0.0134,-27.3,-1468.710432,67
1/1/2023 20:20,-1.46,19.4,-1.1,-1.5,-28.1,0.9,0.5,2.3,1.37,1.34,0.0134,-27,-1452.570757,67
1/1/2023 20:21,-2.2,23.6,-1.1,-1.6,-28.2,0.9,0.4,2.3,1.26,1.23,0.0123,-27.1,-1457.950649,61.5
1/1/2023 20:22,-1.8,28.8,-1.1,-1.5,-28.3,0.8,0.4,2.3,1.26,1.34,0.0134,-27.2,-1463.33054,67
1/1/2023 20:23,-2.2,27.3,-1.2,-1.5,-28.3,0.9,0.4,2.3,1.37,1.34,0.0134,-27.1,-1457.950649,67
1/1/2023 20:24,-1.53,26.6,-1.1,-1.5,-28.4,0.9,0.5,2.3,1.26,1.34,0.0134,-27.3,-1468.710432,67
1/1/2023 20:25,-1.46,21.1,-1.1,-1.5,-28.5,0.9,0.4,2.3,1.37,1.34,0.0134,-27.4,-1474.090324,67
1/1/2023 20:26,-1.6,22.7,-1.1,-1.5,-28.9,0.9,0.5,2.3,1.37,1.34,0.0134,-27.8,-1495.609891,67
1/1/2023 20:27,-1.33,20.8,-1.1,-1.5,-29.2,0.9,0.5,2.4,1.26,1.23,0.0123,-28.1,-1511.749566,61.5
1/1/2023 20:28,-1.53,22.1,-1.1,-1.5,-29.1,0.9,0.5,2.4,1.37,1.34,0.0134,-28,-1506.369674,67
1/1/2023 20:29,-1.8,21.8,-1.1,-1.6,-28.7,0.9,0.5,2.4,1.37,1.23,0.0123,-27.6,-1484.850107,61.5
1/1/2023 20:30,-1.93,26.3,-1.1,-1.5,-28.6,1,0.5,2.4,1.37,1.34,0.0134,-27.5,-1479.470215,67
1/1/2023 20:31,-2.13,20.4,-1.1,-1.5,-28.7,0.9,0.5,2.4,1.26,1.23,0.0123,-27.6,-1484.850107,61.5
1/1/2023 20:32,-2.2,24.7,-1.1,-1.6,-28.1,0.9,0.4,2.4,1.37,1.34,0.0134,-27,-1452.570757,67
1/1/2023 20:33,-1.33,25.2,-1.2,-1.5,-27.9,0.9,0.4,2.4,1.26,1.34,0.0134,-26.7,-1436.431082,67
1/1/2023 20:34,-3.13,31.4,-1.2,-1.7,-27.7,0.8,0.4,2.3,1.26,1.34,0.0134,-26.5,-1425.671299,67
1/1/2023 20:35,-1.07,16.2,-1.3,-1.7,-27.6,0.8,0.4,2.3,1.26,1.34,0.0134,-26.3,-1414.911515,67
