MeasureTime,Fan-1,Fan-2,T-inside,T_fan_input,T-outside,Front_fan_pipe,T-soil-surface,T-soil-deep,Radiation-outside,Radiation-inside,SunRay/100,Temperature difference,Conduction HeatLoss,Solar Power
1/2/2023 21:02,-1.73,20.9,-1.3,-1.6,-27.3,0.5,0.3,2.1,1.26,1.34,0.0134,-26,-1398.77184,67
1/2/2023 21:03,-2.93,14.3,-1.3,-1.6,-27.4,0.5,0.3,2.1,1.37,1.34,0.0134,-26.1,-1404.151732,67
1/2/2023 21:04,-2.13,15,-1.3,-1.6,-27.9,0.5,0.3,2.1,1.26,1.34,0.0134,-26.6,-1431.05119,67
1/2/2023 21:05,-2.13,16.1,-1.3,-1.6,-27.6,0.4,0.3,2.1,1.37,1.34,0.0134,-26.3,-1414.911515,67
1/2/2023 21:06,-1.66,17.5,-1.3,-1.6,-27.8,0.5,0.3,2.1,1.37,1.34,0.0134,-26.5,-1425.671299,67
1/2/2023 21:07,-2,17.9,-1.3,-1.6,-27.8,0.5,0.3,2.1,1.37,1.34,0.0134,-26.5,-1425.671299,67
1/2/2023 21:08,-2.33,17.9,-1.3,-1.6,-28.3,0.4,0.3,2.1,1.26,1.34,0.0134,-27,-1452.570757,67
1/2/2023 21:09,-1.53,14.7,-1.3,-1.6,-27.9,0.5,0.3,2.1,1.37,1.34,0.0134,-26.6,-1431.05119,67
1/2/2023 21:10,-1.33,18.5,-1.3,-1.6,-28.1,0.5,0.3,2.1,1.37,1.23,0.0123,-26.8,-1441.810974,61.5
1/2/2023 21:11,-1.93,17.9,-1.3,-1.7,-27.9,0.4,0.3,2.1,1.26,1.23,0.0123,-26.6,-1431.05119,61.5
1/2/2023 21:12,-1.46,23.9,-1.3,-1.6,-27.6,0.4,0.3,2.1,1.26,1.34,0.0134,-26.3,-1414.911515,67
1/2/2023 21:13,-1.93,30.7,-1.3,-1.6,-27.4,0.5,0.3,2.1,1.37,1.34,0.0134,-26.1,-1404.151732,67
1/2/2023 21:14,-1.26,23.6,-1.3,-1.6,-27.6,0.5,0.3,2.1,1.37,1.34,0.0134,-26.3,-1414.911515,67
1/2/2023 21:15,-1.26,23.4,-1.3,-1.7,-27.3,0.5,0.3,2.1,1.26,1.34,0.0134,-26,-1398.77184,67
1/2/2023 21:16,-1.53,24.1,-1.4,-1.7,-27.4,0.4,0.2,2.1,1.37,1.34,0.0134,-26,-1398.77184,67
1/2/2023 21:17,-2.06,20.9,-1.4,-1.7,-27.2,0.5,0.2,2.1,1.37,1.34,0.0134,-25.8,-1388.012057,67
1/2/2023 21:18,-1.4,17.4,-1.3,-1.7,-27.2,0.5,0.2,2.1,1.26,1.34,0.0134,-25.9,-1393.391948,67
1/2/2023 21:19,-1.86,21.9,-1.3,-1.7,-27.4,0.5,0.3,2.1,1.37,1.23,0.0123,-26.1,-1404.151732,61.5
1/2/2023 21:20,-1.33,26.2,-1.4,-1.7,-27.4,0.5,0.2,2.1,1.37,1.34,0.0134,-26,-1398.77184,67
1/2/2023 21:21,-1,19.2,-1.3,-1.7,-27.2,0.5,0.3,2.1,1.37,1.34,0.0134,-25.9,-1393.391948,67
1/2/2023 21:22,-1.86,18.8,-1.4,-1.7,-26.9,0.5,0.3,2.1,1.37,1.34,0.0134,-25.5,-1371.872382,67
1/2/2023 21:23,-0.87,22.2,-1.4,-1.7,-27,0.5,0.3,2.1,1.37,1.34,0.0134,-25.6,-1377.252273,67
1/2/2023 21:24,-1.13,25.2,-1.4,-1.7,-26.9,0.5,0.3,2.1,1.37,1.23,0.0123,-25.5,-1371.872382,61.5
1/2/2023 21:25,-1.8,26.1,-1.4,-1.7,-26.9,0.5,0.3,2.1,1.37,1.34,0.0134,-25.5,-1371.872382,67
1/2/2023 21:26,-1.6,27.5,-1.4,-1.7,-26.7,0.5,0.3,2.1,1.37,1.34,0.0134,-25.3,-1361.112598,67
1/2/2023 21:27,-0.73,22.9,-1.4,-1.7,-26.6,0.5,0.3,2.1,1.37,1.23,0.0123,-25.2,-1355.732707,61.5
1/2/2023 21:28,-1.8,25.9,-1.4,-1.7,-26.4,0.5,0.3,2.1,1.37,1.23,0.0123,-25,-1344.972923,61.5
1/2/2023 21:29,-1.26,25,-1.4,-1.7,-26.3,0.5,0.3,2.1,1.37,1.34,0.0134,-24.9,-1339.593031,67
1/2/2023 21:30,-1.07,31.2,-1.4,-1.7,-26.4,0.6,0.3,2.1,1.26,1.34,0.0134,-25,-1344.972923,67
1/2/2023 21:31,-1.46,16.3,-1.4,-1.7,-26.5,0.6,0.3,2.2,1.37,1.34,0.0134,-25.1,-1350.352815,67
1/2/2023 21:32,-1.8,20.2,-1.4,-1.7,-26.9,0.6,0.3,2.2,1.37,1.34,0.0134,-25.5,-1371.872382,67
1/2/2023 21:33,-1.2,23.9,-1.4,-1.7,-26.9,0.6,0.3,2.2,1.26,1.34,0.0134,-25.5,-1371.872382,67
1/2/2023 21:34,-1.4,19.9,-1.4,-1.8,-27.1,0.5,0.2,2.1,1.37,1.34,0.0134,-25.7,-1382.632165,67
1/2/2023 21:35,-1.66,22.7,-1.5,-1.8,-27.3,0.5,0.2,2.1,1.37,1.34,0.0134,-25.8,-1388.012057,67
1/2/2023 21:36,-1.6,18.3,-1.5,-1.8,-27.5,0.5,0.2,2.1,1.26,1.34,0.0134,-26,-1398.77184,67
1/2/2023 21:37,-1.53,22.8,-1.5,-1.8,-27.7,0.5,0.2,2.1,1.26,1.23,0.0123,-26.2,-1409.531623,61.5
1/2/2023 21:38,-1.33,21.8,-1.5,-1.8,-27.7,0.5,0.2,2.1,1.37,1.34,0.0134,-26.2,-1409.531623,67
1/2/2023 21:39,-1.2,16.9,-1.5,-1.8,-27.9,0.5,0.2,2.1,1.37,1.23,0.0123,-26.4,-1420.291407,61.5
1/2/2023 21:40,-1.07,17.5,-1.4,-1.8,-27.9,0.5,0.2,2.1,1.26,1.23,0.0123,-26.5,-1425.671299,61.5
1/2/2023 21:41,-0.87,24.8,-1.4,-1.8,-28.4,0.5,0.2,2.1,1.26,1.23,0.0123,-27,-1452.570757,61.5
1/2/2023 21:42,-1.13,24.3,-1.5,-1.8,-28.5,0.6,0.2,2.1,1.37,1.34,0.0134,-27,-1452.570757,67
1/2/2023 21:43,-0.93,20.9,-1.4,-1.8,-28.5,0.6,0.2,2.1,1.37,1.23,0.0123,-27.1,-1457.950649,61.5
1/2/2023 21:44,-2.4,17.1,-1.4,-1.8,-28.1,0.6,0.2,2.1,1.37,1.34,0.0134,-26.7,-1436.431082,67
1/2/2023 21:45,-1.6,20,-1.4,-1.8,-28.2,0.6,0.2,2.1,1.37,1.23,0.0123,-26.8,-1441.810974,61.5
1/2/2023 21:46,-0.87,26.1,-1.4,-1.8,-28.4,0.6,0.2,2.1,1.37,1.34,0.0134,-27,-1452.570757,67
1/2/2023 21:47,-2.13,23,-1.5,-1.8,-28.1,0.6,0.2,2.1,1.26,1.34,0.0134,-26.6,-1431.05119,67
1/2/2023 21:48,-1.33,25.8,-1.4,-1.8,-27.7,0.6,0.2,2.2,1.37,1.34,0.0134,-26.3,-1414.911515,67
1/2/2023 21:49,-1.6,25.1,-1.4,-1.8,-27.2,0.6,0.2,2.1,1.37,1.34,0.0134,-25.8,-1388.012057,67
1/2/2023 21:50,-1.6,19.5,-1.4,-1.8,-27,0.6,0.2,2.1,1.37,1.34,0.0134,-25.6,-1377.252273,67
1/2/2023 21:51,-1.46,18.7,-1.6,-1.9,-27.4,0.5,0.1,2,1.37,1.34,0.0134,-25.8,-1388.012057,67
1/2/2023 21:52,-1.07,25.7,-1.5,-1.9,-27.2,0.5,0.1,2.1,1.26,1.34,0.0134,-25.7,-1382.632165,67
1/2/2023 21:53,-0.93,18.4,-1.5,-1.9,-27.7,0.5,0.1,2.1,1.37,1.34,0.0134,-26.2,-1409.531623,67
1/2/2023 21:54,-2.06,25.2,-1.6,-1.9,-27.8,0.5,0.1,2.1,1.37,1.23,0.0123,-26.2,-1409.531623,61.5
1/2/2023 21:55,-2.33,25.3,-1.5,-1.9,-27.6,0.6,0.1,2.1,1.26,1.34,0.0134,-26.1,-1404.151732,67
1/2/2023 21:56,-0.8,26.8,-1.6,-1.9,-27.6,0.5,0.1,2.1,1.37,1.23,0.0123,-26,-1398.77184,61.5
1/2/2023 21:57,-1.2,21.9,-1.6,-1.9,-27.4,0.6,0.2,2,1.37,1.34,0.0134,-25.8,-1388.012057,67
1/2/2023 21:58,-1.4,21.6,-1.5,-1.9,-27.5,0.6,0.2,2.1,1.37,1.34,0.0134,-26,-1398.77184,67
1/2/2023 21:59,-1.93,27.1,-1.5,-1.9,-27.9,0.6,0.2,2.1,1.37,1.34,0.0134,-26.4,-1420.291407,67
1/2/2023 22:00,-1.33,20.5,-1.5,-1.9,-27.9,0.6,0.2,2.1,1.37,1.34,0.0134,-26.4,-1420.291407,67
1/2/2023 22:01,-1.13,29.9,-1.5,-1.9,-27.8,0.6,0.2,2.1,1.37,1.34,0.0134,-26.3,-1414.911515,67
1/2/2023 22:02,-1,28,-1.5,-1.9,-27.8,0.6,0.2,2.1,1.37,1.34,0.0134,-26.3,-1414.911515,67
1/2/2023 22:03,-1.8,26.4,-1.5,-1.9,-27.9,0.6,0.2,2.1,1.37,1.34,0.0134,-26.4,-1420.291407,67
1/2/2023 22:04,-1.2,29.1,-1.5,-1.9,-27.8,0.6,0.2,2.2,1.37,1.34,0.0134,-26.3,-1414.911515,67
1/2/2023 22:05,-1.33,32.3,-1.5,-1.9,-27.7,0.6,0.2,2.2,1.37,1.23,0.0123,-26.2,-1409.531623,61.5
1/2/2023 22:06,-1.6,28.4,-1.6,-2,-27.8,0.5,0,2.1,1.37,1.34,0.0134,-26.2,-1409.531623,67
1/2/2023 22:07,-1.26,21.5,-1.6,-2,-27.8,0.5,0,2.1,1.37,1.34,0.0134,-26.2,-1409.531623,67
1/2/2023 22:08,-0.8,35.1,-1.6,-2,-27.7,0.5,0,2.1,1.37,1.34,0.0134,-26.1,-1404.151732,67
1/2/2023 22:09,-0.8,20.7,-1.6,-2,-27.7,0.5,0.1,2.1,1.37,1.23,0.0123,-26.1,-1404.151732,61.5
1/2/2023 22:10,-1.53,27.3,-1.7,-2,-27.7,0.6,0.1,2.1,1.37,1.34,0.0134,-26,-1398.77184,67
1/2/2023 22:11,-1.73,31.9,-1.6,-2,-27.9,0.6,0.1,2.1,1.37,1.34,0.0134,-26.3,-1414.911515,67
1/2/2023 22:12,-2.26,29.1,-1.6,-2,-27.7,0.6,0.1,2.1,1.37,1.34,0.0134,-26.1,-1404.151732,67
1/2/2023 22:13,-1.07,25.6,-1.6,-2,-27.6,0.6,0.1,2.1,1.37,1.34,0.0134,-26,-1398.77184,67
1/2/2023 22:14,-1.53,23.6,-1.6,-2,-27.6,0.6,0.1,2.1,1.37,1.34,0.0134,-26,-1398.77184,67
1/2/2023 22:15,-1.2,27.8,-1.6,-2,-27.6,0.6,0,2.1,1.37,1.34,0.0134,-26,-1398.77184,67
1/2/2023 22:16,-1,34.5,-1.6,-2.1,-27.8,0.6,0.1,2.1,1.37,1.34,0.0134,-26.2,-1409.531623,67
1/2/2023 22:17,-1.4,26.9,-1.6,-2,-27.5,0.6,0.1,2.1,1.37,1.34,0.0134,-25.9,-1393.391948,67
1/2/2023 22:18,-1.33,28.5,-1.6,-2,-27.4,0.6,0,2.1,1.37,1.34,0.0134,-25.8,-1388.012057,67
1/2/2023 22:19,-1.2,34,-1.6,-2,-27.5,0.6,0.1,2.1,1.37,1.34,0.0134,-25.9,-1393.391948,67
1/2/2023 22:20,-0.6,26.8,-1.6,-2,-27.7,0.6,0.1,2.1,1.37,1.34,0.0134,-26.1,-1404.151732,67
1/2/2023 22:21,-0.67,28,-1.6,-2,-27.6,0.6,0,2.1,1.37,1.23,0.0123,-26,-1398.77184,61.5
1/2/2023 22:22,-1.2,22,-1.6,-2,-27.7,0.6,0.1,2.1,1.37,1.34,0.0134,-26.1,-1404.151732,67
1/2/2023 22:23,-1.53,35.7,-1.6,-2,-27.9,0.6,0.1,2.1,1.37,1.34,0.0134,-26.3,-1414.911515,67
1/2/2023 22:24,-1.6,28.7,-1.6,-2,-28.1,0.6,0.1,2.1,1.26,1.34,0.0134,-26.5,-1425.671299,67
1/2/2023 22:25,-1.8,24.1,-1.6,-2.1,-28.3,0.5,0,2,1.37,1.34,0.0134,-26.7,-1436.431082,67
1/2/2023 22:26,-0.67,28.1,-1.7,-2.1,-28,0.5,0,2.1,1.37,1.34,0.0134,-26.3,-1414.911515,67
1/2/2023 22:27,-1.4,27.6,-1.7,-2.1,-27.9,0.6,0,2.1,1.37,1.34,0.0134,-26.2,-1409.531623,67
1/2/2023 22:28,-1,25.5,-1.7,-2.1,-27.9,0.5,0,2.1,1.37,1.23,0.0123,-26.2,-1409.531623,61.5
1/2/2023 22:29,-1.46,26.6,-1.6,-2.1,-27.8,0.5,0,2.1,1.37,1.34,0.0134,-26.2,-1409.531623,67
1/2/2023 22:30,-1.93,24,-1.6,-2.1,-27.5,0.6,0,2.1,1.37,1.34,0.0134,-25.9,-1393.391948,67
1/2/2023 22:31,-0.93,28,-1.7,-2.1,-27.4,0.5,0,2.1,1.37,1.34,0.0134,-25.7,-1382.632165,67
1/2/2023 22:32,-0.87,28.4,-1.6,-2.1,-27.4,0.6,0,2.1,1.37,1.34,0.0134,-25.8,-1388.012057,67
1/2/2023 22:33,-1.73,31.1,-1.7,-2.1,-27.1,0.5,0,2.1,1.37,1.23,0.0123,-25.4,-1366.49249,61.5
1/2/2023 22:34,-1.2,27.7,-1.6,-2.1,-27,0.6,0,2.1,1.37,1.34,0.0134,-25.4,-1366.49249,67
1/2/2023 22:35,-1.93,29.8,-1.6,-2.1,-26.6,0.6,0,2.1,1.37,1.23,0.0123,-25,-1344.972923,61.5
1/2/2023 22:36,-1.2,22.7,-1.6,-2.1,-26.5,0.6,0,2.1,1.37,1.34,0.0134,-24.9,-1339.593031,67
1/2/2023 22:37,-1.46,28.7,-1.6,-2.1,-26.5,0.6,0,2.1,1.37,1.34,0.0134,-24.9,-1339.593031,67
1/2/2023 22:38,-1.6,30.2,-1.7,-2,-26.8,0.6,0,2.1,1.37,1.23,0.0123,-25.1,-1350.352815,61.5
1/2/2023 22:39,-1.46,25.4,-1.6,-2.1,-26.9,0.6,0,2.1,1.26,1.34,0.0134,-25.3,-1361.112598,67
1/2/2023 22:40,-3,34.6,-1.6,-2.1,-26.8,0.6,0,2.1,1.37,1.23,0.0123,-25.2,-1355.732707,61.5
1/2/2023 22:41,-1.53,23.6,-1.6,-2.1,-26.9,0.6,0,2.1,1.37,1.23,0.0123,-25.3,-1361.112598,61.5
1/2/2023 22:42,-2.4,28.9,-1.6,-2.1,-26.7,0.6,0,2.1,1.37,1.34,0.0134,-25.1,-1350.352815,67
1/2/2023 22:43,-1.6,24.8,-1.7,-2.2,-26.5,0.5,-0.1,2.1,1.37,1.23,0.0123,-24.8,-1334.21314,61.5
1/2/2023 22:44,-2.6,25.9,-1.8,-2.2,-26.5,0.5,-0.1,2,1.37,1.34,0.0134,-24.7,-1328.833248,67
1/2/2023 22:45,-1.46,35.3,-1.7,-2.2,-26.6,0.5,-0.1,2.1,1.37,1.34,0.0134,-24.9,-1339.593031,67
1/2/2023 22:46,-1.13,21.2,-1.8,-2.2,-26.5,0.5,-0.1,2,1.37,1.34,0.0134,-24.7,-1328.833248,67
1/2/2023 22:47,-1.4,27,-1.7,-2.2,-26.9,0.5,0,2.1,1.37,1.34,0.0134,-25.2,-1355.732707,67
1/2/2023 22:48,-2.06,24.3,-1.7,-2.2,-26.8,0.5,-0.1,2,1.37,1.34,0.0134,-25.1,-1350.352815,67
1/2/2023 22:49,-1.33,26.4,-1.8,-2.2,-26.7,0.5,-0.1,2,1.26,1.23,0.0123,-24.9,-1339.593031,61.5
1/2/2023 22:50,-1.6,20.4,-1.8,-2.2,-26.9,0.6,-0.1,2,1.37,1.23,0.0123,-25.1,-1350.352815,61.5
1/2/2023 22:51,-1.13,27.1,-1.7,-2.2,-27.6,0.5,-0.1,2.1,1.37,1.34,0.0134,-25.9,-1393.391948,67
1/2/2023 22:52,-1.93,25,-1.7,-2.2,-27.8,0.5,-0.1,2.1,1.37,1.34,0.0134,-26.1,-1404.151732,67
1/2/2023 22:53,-2.66,27.8,-1.7,-2.2,-27.8,0.6,-0.1,2.1,1.37,1.34,0.0134,-26.1,-1404.151732,67
1/2/2023 22:54,-3,25.9,-1.7,-2.2,-27.9,0.5,-0.1,2.1,1.37,1.23,0.0123,-26.2,-1409.531623,61.5
1/2/2023 22:55,-1.8,24.9,-1.7,-2.2,-27.7,0.5,-0.1,2.1,1.37,1.34,0.0134,-26,-1398.77184,67
1/2/2023 22:56,-1.33,25.7,-1.7,-2.2,-27.3,0.5,0,2.1,1.37,1.34,0.0134,-25.6,-1377.252273,67
1/2/2023 22:57,-2.53,29.6,-1.7,-2.2,-26.9,0.6,-0.1,2.1,1.37,1.34,0.0134,-25.2,-1355.732707,67
1/2/2023 22:58,-1.86,25.9,-1.7,-2.2,-26.9,0.5,-0.1,2.1,1.37,1.34,0.0134,-25.2,-1355.732707,67
1/2/2023 22:59,-1.2,27.4,-1.8,-2.2,-26.8,0.6,-0.1,2.1,1.37,1.34,0.0134,-25,-1344.972923,67
1/2/2023 23:00,-2.73,19.8,-1.7,-2.2,-26.6,0.6,-0.1,2.1,1.37,1.34,0.0134,-24.9,-1339.593031,67
1/2/2023 23:01,-1.4,21.3,-1.7,-2.2,-26.4,0.6,-0.1,2.1,1.37,1.34,0.0134,-24.7,-1328.833248,67
1/2/2023 23:02,-1,30.2,-1.7,-2.2,-26.6,0.6,-0.1,2.1,1.37,1.34,0.0134,-24.9,-1339.593031,67
1/2/2023 23:03,-2.26,22.6,-1.7,-2.1,-26.8,0.6,-0.1,2.1,1.37,1.34,0.0134,-25.1,-1350.352815,67
1/2/2023 23:04,-2.53,16.6,-1.8,-2.2,-26.9,0.6,0,2.1,1.37,1.34,0.0134,-25.1,-1350.352815,67
1/2/2023 23:05,-2.33,30.4,-1.8,-2.4,-27.3,0.5,-0.2,2,1.37,1.34,0.0134,-25.5,-1371.872382,67
1/2/2023 23:06,-1.66,25.3,-1.8,-2.3,-27.5,0.5,-0.2,2,1.37,1.34,0.0134,-25.7,-1382.632165,67
1/2/2023 23:07,-1.33,18.7,-1.8,-2.4,-27.5,0.5,-0.2,2,1.37,1.34,0.0134,-25.7,-1382.632165,67
1/2/2023 23:08,-1.73,13.7,-1.8,-2.3,-27.6,0.5,-0.2,2,1.37,1.34,0.0134,-25.8,-1388.012057,67
1/2/2023 23:09,-1.86,18.8,-1.8,-2.2,-27.4,0.5,-0.1,2,1.37,1.34,0.0134,-25.6,-1377.252273,67
1/2/2023 23:10,-1.86,26.5,-1.8,-2.2,-27.5,0.5,-0.2,2,1.37,1.34,0.0134,-25.7,-1382.632165,67
1/2/2023 23:11,-1.4,17.1,-1.8,-2.3,-27.5,0.5,-0.1,2,1.37,1.34,0.0134,-25.7,-1382.632165,67
1/2/2023 23:12,-1.53,15.9,-1.8,-2.3,-27.5,0.5,-0.1,2,1.37,1.34,0.0134,-25.7,-1382.632165,67
1/2/2023 23:13,-1.4,18.4,-1.8,-2.3,-27.5,0.5,-0.1,2.1,1.37,1.34,0.0134,-25.7,-1382.632165,67
1/2/2023 23:14,-1.2,19.7,-1.8,-2.3,-27.6,0.5,-0.1,2.1,1.37,1.34,0.0134,-25.8,-1388.012057,67
1/2/2023 23:15,-2.2,13.4,-1.8,-2.3,-27.2,0.5,-0.2,2.1,1.37,1.34,0.0134,-25.4,-1366.49249,67
1/2/2023 23:16,-2.46,22.2,-1.8,-2.3,-27.2,0.5,-0.1,2.1,1.37,1.34,0.0134,-25.4,-1366.49249,67
1/2/2023 23:17,-2.13,20.5,-1.8,-2.3,-27.2,0.5,-0.1,2.1,1.37,1.34,0.0134,-25.4,-1366.49249,67
1/2/2023 23:18,-1.46,19.7,-1.9,-2.3,-27.3,0.5,-0.2,2,1.37,1.23,0.0123,-25.4,-1366.49249,61.5
1/2/2023 23:19,-1.26,23.9,-1.8,-2.3,-27.2,0.5,-0.2,2.1,1.37,1.34,0.0134,-25.4,-1366.49249,67
1/2/2023 23:20,-1.6,21.9,-1.8,-2.3,-27.3,0.5,-0.1,2.1,1.26,1.34,0.0134,-25.5,-1371.872382,67
1/2/2023 23:21,-1.2,16.3,-1.8,-2.3,-27.3,0.5,-0.2,2.1,1.26,1.34,0.0134,-25.5,-1371.872382,67
1/2/2023 23:22,-3.2,22.9,-1.8,-2.3,-27.4,0.6,-0.1,2.1,1.37,1.34,0.0134,-25.6,-1377.252273,67
1/2/2023 23:23,-1.73,17,-1.8,-2.3,-27.3,0.6,-0.1,2,1.37,1.34,0.0134,-25.5,-1371.872382,67
1/2/2023 23:24,-1.46,14.4,-1.8,-2.2,-27.3,0.6,-0.1,2.1,1.37,1.34,0.0134,-25.5,-1371.872382,67
1/2/2023 23:25,-1.53,23.9,-1.8,-2.3,-27.2,0.5,-0.1,2.1,1.37,1.34,0.0134,-25.4,-1366.49249,67
1/2/2023 23:26,-1.6,21.7,-1.8,-2.3,-27,0.6,-0.1,2.1,1.37,1.34,0.0134,-25.2,-1355.732707,67
1/2/2023 23:27,-1.86,22.4,-1.8,-2.3,-27.3,0.6,-0.1,2.1,1.37,1.34,0.0134,-25.5,-1371.872382,67
1/2/2023 23:28,-2.93,19.6,-1.8,-2.3,-27.5,0.6,-0.1,2.1,1.37,1.34,0.0134,-25.7,-1382.632165,67
1/2/2023 23:29,-2.33,21.6,-1.9,-2.4,-27.8,0.5,-0.2,2.1,1.37,1.34,0.0134,-25.9,-1393.391948,67
1/2/2023 23:30,-2.73,33.9,-1.8,-2.4,-27.4,0.5,-0.2,2.1,1.37,1.34,0.0134,-25.6,-1377.252273,67
1/2/2023 23:31,-1.46,18.4,-1.9,-2.3,-27.3,0.5,-0.2,2,1.37,1.34,0.0134,-25.4,-1366.49249,67
1/2/2023 23:32,-1.2,32.8,-1.8,-2.3,-27.1,0.6,-0.2,2.1,1.37,1.34,0.0134,-25.3,-1361.112598,67
1/2/2023 23:33,-1.66,36.2,-1.8,-2.4,-27.1,0.5,-0.2,2.1,1.37,1.34,0.0134,-25.3,-1361.112598,67
1/2/2023 23:34,-2.2,24.2,-1.8,-2.4,-27,0.5,-0.2,2.1,1.37,1.23,0.0123,-25.2,-1355.732707,61.5
1/2/2023 23:35,-2.33,29.9,-1.8,-2.3,-27.2,0.5,-0.1,2.1,1.37,1.34,0.0134,-25.4,-1366.49249,67
1/2/2023 23:36,-2.13,29.4,-1.8,-2.3,-27.6,0.5,-0.2,2.1,1.37,1.34,0.0134,-25.8,-1388.012057,67
1/2/2023 23:37,-2.8,30.8,-1.8,-2.3,-27.9,0.5,-0.2,2.1,1.37,1.34,0.0134,-26.1,-1404.151732,67
1/2/2023 23:38,-1.73,29,-1.8,-2.3,-27.9,0.5,-0.1,2.1,1.37,1.34,0.0134,-26.1,-1404.151732,67
1/2/2023 23:39,-1.13,30,-1.8,-2.4,-27.8,0.5,-0.2,2.1,1.37,1.34,0.0134,-26,-1398.77184,67
1/2/2023 23:40,-2.66,31.6,-1.8,-2.4,-27.8,0.6,-0.2,2.1,1.37,1.34,0.0134,-26,-1398.77184,67
1/2/2023 23:41,-1.6,33,-1.8,-2.4,-27.5,0.5,-0.2,2.1,1.37,1.34,0.0134,-25.7,-1382.632165,67
1/2/2023 23:42,-2.8,36.6,-1.8,-2.4,-27.4,0.6,-0.2,2.1,1.37,1.34,0.0134,-25.6,-1377.252273,67
1/2/2023 23:43,-1.66,27.3,-1.8,-2.3,-27.2,0.6,-0.2,2.1,1.37,1.34,0.0134,-25.4,-1366.49249,67
1/2/2023 23:44,-1.73,21.6,-1.9,-2.3,-27,0.6,-0.2,2.1,1.37,1.34,0.0134,-25.1,-1350.352815,67
1/2/2023 23:45,-1.73,23.3,-1.8,-2.4,-26.8,0.6,-0.1,2.1,1.37,1.34,0.0134,-25,-1344.972923,67
1/2/2023 23:46,-2,29.1,-1.8,-2.3,-26.5,0.6,-0.1,2.1,1.37,1.34,0.0134,-24.7,-1328.833248,67
1/2/2023 23:47,-1.66,24.2,-1.8,-2.3,-26.4,0.6,-0.2,2.1,1.37,1.34,0.0134,-24.6,-1323.453356,67
1/2/2023 23:48,-1.93,20.7,-1.9,-2.4,-26.4,0.6,-0.2,2.1,1.37,1.34,0.0134,-24.5,-1318.073465,67
1/2/2023 23:49,-1.8,30.5,-1.8,-2.4,-26.6,0.5,-0.2,2.1,1.37,1.34,0.0134,-24.8,-1334.21314,67
1/2/2023 23:50,-3.73,24.3,-1.8,-2.3,-26.8,0.6,-0.2,2.1,1.37,1.34,0.0134,-25,-1344.972923,67
1/2/2023 23:51,-1.86,22.4,-1.8,-2.4,-26.7,0.6,-0.2,2.1,1.37,1.34,0.0134,-24.9,-1339.593031,67
1/2/2023 23:52,-2.2,24.9,-1.8,-2.3,-26.7,0.6,-0.1,2.1,1.37,1.34,0.0134,-24.9,-1339.593031,67
1/2/2023 23:53,-2.13,27,-1.8,-2.3,-26.9,0.6,-0.2,2.1,1.37,1.34,0.0134,-25.1,-1350.352815,67
1/2/2023 23:54,-1.13,21.8,-1.9,-2.3,-27.1,0.6,-0.2,2.1,1.37,1.34,0.0134,-25.2,-1355.732707,67
1/2/2023 23:55,-1.66,25.4,-1.8,-2.4,-27.3,0.6,-0.1,2.1,1.37,1.34,0.0134,-25.5,-1371.872382,67
1/2/2023 23:56,-1.6,23.9,-1.9,-2.5,-27.5,0.5,-0.3,2,1.37,1.34,0.0134,-25.6,-1377.252273,67
1/2/2023 23:57,-1.33,26.1,-1.9,-2.4,-27.5,0.5,-0.2,2,1.37,1.34,0.0134,-25.6,-1377.252273,67
1/2/2023 23:58,-1.66,28.8,-1.9,-2.5,-27.5,0.5,-0.2,2,1.37,1.34,0.0134,-25.6,-1377.252273,67
1/2/2023 23:59,-3.13,22.8,-1.9,-2.5,-27.3,0.5,-0.3,2,1.37,1.34,0.0134,-25.4,-1366.49249,67
1/3/2023 0:00,-2.26,26.5,-1.9,-2.5,-26.7,0.5,-0.3,2,1.37,1.34,0.0134,-24.8,-1334.21314,67
1/3/2023 0:01,-2.2,24.2,-1.9,-2.5,-26.6,0.5,-0.3,2.1,1.37,1.34,0.0134,-24.7,-1328.833248,67
1/3/2023 0:02,-2.66,30.3,-1.9,-2.5,-26.6,0.5,-0.2,2.1,1.37,1.34,0.0134,-24.7,-1328.833248,67
1/3/2023 0:03,-3.33,30,-1.9,-2.5,-26.5,0.5,-0.2,2.1,1.37,1.34,0.0134,-24.6,-1323.453356,67
1/3/2023 0:04,-1.86,26,-1.9,-2.5,-26.7,0.5,-0.3,2.1,1.26,1.34,0.0134,-24.8,-1334.21314,67
1/3/2023 0:05,-1.46,19,-1.9,-2.5,-26.7,0.5,-0.2,2.1,1.37,1.34,0.0134,-24.8,-1334.21314,67
1/3/2023 0:06,-2.46,23.6,-1.9,-2.4,-26.8,0.5,-0.3,2.1,1.37,1.34,0.0134,-24.9,-1339.593031,67
1/3/2023 0:07,-2.8,23.4,-1.9,-2.4,-27,0.5,-0.3,2.1,1.37,1.34,0.0134,-25.1,-1350.352815,67
1/3/2023 0:08,-1.46,29.6,-1.9,-2.4,-27.1,0.5,-0.2,2.1,1.37,1.34,0.0134,-25.2,-1355.732707,67
1/3/2023 0:09,-2,27.1,-1.9,-2.4,-27.4,0.5,-0.2,2.1,1.37,1.34,0.0134,-25.5,-1371.872382,67
1/3/2023 0:10,-1.93,28.5,-1.9,-2.4,-27.5,0.5,-0.2,2.1,1.37,1.34,0.0134,-25.6,-1377.252273,67
